experiment,model,split,metric,value,source_file,source_field,verification_status,notes
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,macro_average_precision,0.8228596445535636,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,macro_average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,macro_f1,0.7865085676876251,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,macro_f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,macro_precision,0.7110594943759756,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,macro_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,macro_recall,0.8860317460317461,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,macro_recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,micro_auroc,0.7759740259740261,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,micro_auroc,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,micro_average_precision,0.8286231742528302,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,micro_average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,micro_f1,0.7858942065491183,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,micro_f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,micro_precision,0.7058823529411765,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,micro_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,micro_recall,0.8863636363636364,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,micro_recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,samples_f1,0.7700026903416732,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,samples_f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,status,PASS,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,status,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,test_evaluation_count,1,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,test_evaluation_count,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,test_loss,0.5563133955001831,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,test_loss,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,threshold_source,validation,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,threshold_source,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,weighted_f1,0.7864302648753504,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/test_metrics.json,weighted_f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,threshold_Aortic enlargement,0.5,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,threshold,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,precision_Aortic enlargement,0.6590909090909091,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,recall_Aortic enlargement,0.8285714285714286,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,f1_Aortic enlargement,0.7341772151898734,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,auroc_Aortic enlargement,0.7345238095238096,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,auroc,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,average_precision_Aortic enlargement,0.7939444218897183,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tp_Aortic enlargement,29,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tn_Aortic enlargement,9,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fp_Aortic enlargement,15,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fn_Aortic enlargement,6,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,threshold_Cardiomegaly,0.5,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,threshold,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,precision_Cardiomegaly,0.8055555555555556,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,recall_Cardiomegaly,0.8285714285714286,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,f1_Cardiomegaly,0.8169014084507042,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,auroc_Cardiomegaly,0.8809523809523809,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,auroc,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,average_precision_Cardiomegaly,0.9203092649869572,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tp_Cardiomegaly,29,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tn_Cardiomegaly,17,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fp_Cardiomegaly,7,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fn_Cardiomegaly,6,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,threshold_Pleural thickening,0.39,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,threshold,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,precision_Pleural thickening,0.6976744186046512,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,recall_Pleural thickening,0.8571428571428571,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,f1_Pleural thickening,0.7692307692307693,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,auroc_Pleural thickening,0.7196428571428571,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,auroc,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,average_precision_Pleural thickening,0.7473159806721861,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tp_Pleural thickening,30,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tn_Pleural thickening,11,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fp_Pleural thickening,13,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fn_Pleural thickening,5,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,threshold_Pulmonary fibrosis,0.36,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,threshold,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,precision_Pulmonary fibrosis,0.6538461538461539,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,recall_Pulmonary fibrosis,0.9444444444444444,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,f1_Pulmonary fibrosis,0.7727272727272727,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,auroc_Pulmonary fibrosis,0.6413043478260869,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,auroc,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,average_precision_Pulmonary fibrosis,0.7647707715589918,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tp_Pulmonary fibrosis,34,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tn_Pulmonary fibrosis,5,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fp_Pulmonary fibrosis,18,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fn_Pulmonary fibrosis,2,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,threshold_Pleural effusion,0.34,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,threshold,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,precision_Pleural effusion,0.7391304347826086,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,recall_Pleural effusion,0.9714285714285714,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,recall,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,f1_Pleural effusion,0.8395061728395061,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,f1,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,auroc_Pleural effusion,0.8535714285714285,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,auroc,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,average_precision_Pleural effusion,0.8879577836599647,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,average_precision,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tp_Pleural effusion,34,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,tn_Pleural effusion,12,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,tn,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fp_Pleural effusion,12,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fp,verified,
Full-image multilabel patch transfer,ConvNeXt-Tiny patch-transfer,test,fn_Pleural effusion,1,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/per_class_test_metrics.csv,fn,verified,
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_Aortic enlargement,0.5,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,thresholds.0,verified,selection_metric=per-class Validation F1; test_used=False
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_Cardiomegaly,0.5,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,thresholds.1,verified,selection_metric=per-class Validation F1; test_used=False
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_Pleural thickening,0.39,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,thresholds.2,verified,selection_metric=per-class Validation F1; test_used=False
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_Pulmonary fibrosis,0.36,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,thresholds.3,verified,selection_metric=per-class Validation F1; test_used=False
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_Pleural effusion,0.34,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,thresholds.4,verified,selection_metric=per-class Validation F1; test_used=False
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_validation_f1_Aortic enlargement,0.8493150684931506,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,per_class_audit.validation_f1,verified,
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_validation_f1_Cardiomegaly,0.9333333333333333,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,per_class_audit.validation_f1,verified,
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_validation_f1_Pleural thickening,0.8767123287671232,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,per_class_audit.validation_f1,verified,
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_validation_f1_Pulmonary fibrosis,0.8,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,per_class_audit.validation_f1,verified,
Full-image multilabel threshold tuning,ConvNeXt-Tiny patch-transfer,validation,threshold_validation_f1_Pleural effusion,0.8918918918918919,outputs/full_image_224_multilabel_seed42/phase2_patch_transfer/validation_selected_thresholds.json,per_class_audit.validation_f1,verified,
